kg,local_id,ns,country,year,name,lon,lat,activity
160.0,73015806,https://registry.gdi-de.org/id/de.sn.sax4inspire.pf,DE,2009,Druckguss Heidenau GmbH Sitz Dohna,13.853244937073,50.96601831971693,2(e)(ii)
160.0,CZ0068085E.FACILITY,CZ.MZP.H525,CZ,2018,Tyco Kolmá,15.9386416666667,50.57161111058461,
161.0,481231001.FACILITY,IT.CAED,IT,2011,CENTRALE A CICLO COMBINATO DI PORTO CORSINI,12.266111,44.48444399946322,1(c)
163.1,400351001.FACILITY,IT.CAED,IT,2021,Centrale termoelettrica di Ostiglia,11.1387,45.05929999946316,1(c)
164.0,2007000906.FACILITY,IT.EEA,IT,2009,Enel Produzione S.p.A. - Centrale di Piombino,10.604167,42.95555599946443,1(c)
164.0,670512002.FACILITY,IT.CAED,IT,2011,MICRON TECHNOLOGY ITALIA S.R.L.,13.425833,41.99638799946595,1(c)
166.0,070461002.FACILITY,IT.CAED,IT,2013,STABILIMENTO VERSALIS DI PORTO TORRES,8.375833,40.83194399946863,4(a)
166.0,S00765,https://registry.gdi-de.org/id/de.by.inspire.pf.ied,DE,2008,"Honsel AG, Druckguss Nürnberg, Werk 1",11.06023179138181,49.43136577996746,2(e)(ii)
168.0,070461001.FACILITY,IT.CAED,IT,2013,Centrale Teromoelettrica di Fiume Santo,8.299166,40.85166599946857,1(c)
168.0,481231006.FACILITY,IT.CAED,IT,2011,Enipower Stabilimento di Ravenna,12.236944,44.44861099946323,1(c)
169.0,9479.FACILITY,FR.CAED,FR,2013,SENERVAL,7.78884,48.51839999946735,5(b)
169.0,EW_EA-3226.FACILITY,UK.CAED,GB,2019,Stockport Semiconductor Plant,-2.1423093,53.37661999948626,5(c)
170.0,670512002.FACILITY,IT.CAED,IT,2009,MICRON TECHNOLOGY ITALIA S.R.L.,13.425833,41.99638799946595,1(c)
171.0,9008391860914.FACILITY,AT.CAED,AT,2024,ams-OSRAM AG,15.393722,46.977278,9(c)
171.0,S00080,https://registry.gdi-de.org/id/de.by.inspire.pf.ied,DE,2022,RF360 Europe GmbH,11.60833765551296,48.12169503850706,9(c)
171.0,vl01849940000190.FACILITY,BE.EEA,BE,2011,ON SEMICONDUCTOR BELGIUM,3.5959516,50.85873999947458,2(f)
172.0,10743.FACILITY,FR.CAED,FR,2013,Aluminium Dunkerque,2.22,51.00109999947513,2(e)(i)
172.0,10743.FACILITY,FR.CAED,FR,2018,LIBERTY ALUMINIUM DUNKERQUE,2.22,51.00109999947513,2(e)(i)
172.0,481231006.FACILITY,IT.CAED,IT,2012,Enipower Stabilimento di Ravenna,12.236944,44.44861099946323,1(c)
172.0,EW_EA-1433.FACILITY,UK.CAED,GB,2017,Immingham CHP Power Station ,-0.23947463,53.63656099948769,1(c)
172.5,460281001.FACILITY,IT.CAED,IT,2021,A2A GENCOGAS - CENTRALE TERMOELETTRICA SERMIDE,11.2511,45.02969999946316,1(c)
174.0,070461001.FACILITY,IT.CAED,IT,2010,CENTRALE TERMOELETTRICA DI FIUME SANTO,8.299166,40.85166599946857,1(c)
174.0,4109.FACILITY,FR.CAED,FR,2013,EDF UNITE DE PRODUCTION THERMIQUE DU HAVRE,0.147777777777778,49.47500999946988,1(c)
176.0,10743.FACILITY,FR.CAED,FR,2012,Aluminium Dunkerque,2.22,51.00109999947513,2(e)(i)
177.0,10016482.Facility,SE.CAED,SE,2014,International Aluminium Casting Hultsfred AB,15.83523,57.50838999951394,2(d)
177.0,670512002.FACILITY,IT.CAED,IT,2017,LFoundry S.R.L.,13.425833,41.99638799946595,9(c)
180.0,10743.FACILITY,FR.CAED,FR,2014,Aluminium Dunkerque,2.22,51.00109999947513,2(e)(i)
180.0,CZ0068085E.FACILITY,CZ.MZP.H525,CZ,2019,Tyco Kolmá,15.9386416666667,50.57161111058461,
182.0,191361001.FACILITY,IT.CAED,IT,2018,Enel Produzione S.p.A.,9.872200000000001,44.11109999946338,1(c)
182.2,010141001.FACILITY,IT.CAED,IT,2020,Centrale termoelettrica di Montalto di Castro,11.5338,42.35889999946531,1(c)
186.0,8197.FACILITY,FR.CAED,FR,2023,SILEC CABLE,2.95008,48.38452,2(e)(ii)
186.0,960101002.FACILITY,IT.CAED,IT,2020,ISAB S.r.l.-IGCC,15.2022,37.12909999948288,1(c)
189.0,200000201.Facility,UK.SEPA,GB,2013,Larkfield Electronics Works,-4.83438,55.94379999950224,4(b)(ii)
189.0,200000201.Facility,UK.SEPA,GB,2014,Larkfield Electronics Works,-4.83438,55.94379999950224,4(b)(ii)
191.0,960101002.FACILITY,IT.CAED,IT,2016,IMPIANTO IGCC,15.219444,37.13555499948284,1(c)
193.0,EW_EA-68.FACILITY,UK.CAED,GB,2010,"INDIAN QUEENS POWER LTD, INDIAN QUEENS PEAK POWER FACILITY",-4.899750000000001,50.39560999947286,1(c)
193.421,670512002.FACILITY,IT.CAED,IT,2020,LFOUNDRY  (EX MICRON),13.4258,41.99639999946595,9(c)
196.0,EW_EA-3226.FACILITY,UK.CAED,GB,2018,Stockport Semiconductor Plant,-2.1423093,53.37661999948626,5(c)
200.0,000115066.FACILITY,NL.RIVM,NL,2010,Trespa International BV,5.651570000000001,51.2408299994761,4(a)
201.0,2007000906.FACILITY,IT.EEA,IT,2010,Enel Produzione S.p.A. - Centrale di Piombino,10.604167,42.95555599946443,1(c)
201.0,P0207.FACILITY,IE.CAED,IE,2023,Intel Ireland Limited,-6.513515,53.375146,9(c)
202.0,CZ0068085E.FACILITY,CZ.MZP.H525,CZ,2020,Tyco Kolmá,15.9386416666667,50.57161111058461,
204.0,8344.FACILITY,FR.CAED,FR,2010,ALTIS SEMICONDUCTOR,2.474735,48.57027777724527,1(c)
206.0,191361001.FACILITY,IT.CAED,IT,2017,Enel Produzione S.p.A.,9.872222,44.11111099946336,1(c)
208.0,000000149.Facility,CH.CAED,CH,2016,DGS Druckguss Systeme AG,9.3028,47.40509999946515,2(e)(ii)
210.0,10743.FACILITY,FR.CAED,FR,2016,Aluminium Dunkerque,2.22,51.00109999947513,2(e)(i)
211.0,EW_EA-1433.FACILITY,UK.CAED,GB,2011,IMMINGHAM CHP POWER STATION,-0.23947463,53.63656099948769,1(c)
212.0,9988.FACILITY,FR.CAED,FR,2015,S.A.M Technologies,2.22723,44.5590999994632,2(e)(ii)
213.0,670512002.FACILITY,IT.CAED,IT,2018,LFoundry S.R.L.,13.4258,41.99639999946595,9(c)
219.0,951212006.FACILITY,IT.CAED,IT,2008,sito  di Catania,15.0644,37.43719999948135,9(c)
223.0,670512002.FACILITY,IT.CAED,IT,2008,MICRON TECHNOLOGY ITALIA S.R.L.,13.425833,41.99638799946595,1(c)
223.0,8197.FACILITY,FR.CAED,FR,2024,SILEC CABLE,2.95008,48.38452,2(e)(ii)
225.0,010141001.FACILITY,IT.CAED,IT,2012,ENEL PRODUZIONE SpA - CENTRALE DI MONTALTO DI CASTRO,11.541666,42.3638879994653,1(c)
228.0,9008391860914.FACILITY,AT.CAED,AT,2021,ams-OSRAM AG,15.393722,46.97727799946453,9(c)
230.0,170471001.FACILITY,IT.CAED,IT,2012,Centrale Vado Ligure,8.430833,44.27666599946329,1(c)
230.0,951212006.FACILITY,IT.CAED,IT,2007,sito  di Catania,15.0644,37.43719999948135,9(c)
231.0,070461001.FACILITY,IT.CAED,IT,2007,CENTRALE TERMOELETTRICA DI FIUME SANTO,8.299166,40.85166599946857,1(c)
232.0,200000201.Facility,UK.SEPA,GB,2011,Larkfield Electronics Works,-4.83438,55.94379999950224,4(b)(ii)
234.0,EW_EA-1433.FACILITY,UK.CAED,GB,2013,Immingham Chp Power Station,-0.23947463,53.63656099948769,1(c)
235.0,191361001.FACILITY,IT.CAED,IT,2009,Enel Produzione S.p.A. Centrale della Spezia “Eugenio Montale”,9.872222,44.11111099946336,1(c)
235.0,9988.FACILITY,FR.CAED,FR,2016,S.A.M Technologies,2.22723,44.5590999994632,2(e)(ii)
235.0,EW_EA-2615.FACILITY,GB.EEA,GB,2009,"Surface Technologies Systems Plc , COEDKERNEW SEMI-CONDUCTOR GROWTH KIT MANUFACTURER",-3.02922,51.5541999994774,4(b)
235.0,P0052_04A.FACILITY,UK.CAED,GB,2012,Lafarge Tarmac Cement & Lime Ltd,-6.766099999999999,54.61779999949347,3(c)
237.0,P0207.FACILITY,IE.CAED,IE,2021,Intel Ireland Limited,-6.513515000000001,53.37514599948624,9(c)
239.1,P0207.FACILITY,IE.CAED,IE,2022,Intel Ireland Limited,-6.513515,53.375146,9(c)
240.0,14-50-60533924120.FACILITY,DE.EEA,DE,2007,dgh Druckguss Heidenau GmbH Sitz Dohna,13.8532837430842,50.96601530558979,2(e)(ii)
240.0,191361001.FACILITY,IT.CAED,IT,2015,"Enel Produzione S.P.A. Centrale della Spezia ""Eugenio Montale""",9.872222,44.11111099946336,1(c)
240.0,73015806,https://registry.gdi-de.org/id/de.sn.sax4inspire.pf,DE,2010,Druckguss Heidenau GmbH Sitz Dohna,13.853244937073,50.96601831971693,2(e)(ii)
242.0,P0052_04A.FACILITY,UK.CAED,GB,2008,Lafarge Cement (Ireland) Ltd,-6.766099999999999,54.61779999949347,3(c)
249.0,670512002.FACILITY,IT.CAED,IT,2007,MICRON TECHNOLOGY ITALIA S.R.L.,13.425833,41.99638799946595,1(c)
250.0,1900.FACILITY,FR.CAED,FR,2023,PRYSMIAN CABLES ET SYSTEMES FRANCE,3.28,48.16,2(e)(ii)
250.0,9008391860914.FACILITY,AT.CAED,AT,2022,ams-OSRAM AG,15.393722,46.977278,9(c)
252.0,200000201.Facility,UK.SEPA,GB,2012,Larkfield Electronics Works,-4.83438,55.94379999950224,4(b)(ii)
252.0,vl01849940000190.FACILITY,BE.EEA,BE,2016,ON SEMICONDUCTOR BELGIUM,3.5959516,50.85873999947458,2(f)
253.0,670512002.FACILITY,IT.CAED,IT,2021,LFoundry S.R.L.,13.4258,41.99639999946595,9(c)
254.0,9008391860914.FACILITY,AT.CAED,AT,2023,ams-OSRAM AG,15.393722,46.977278,9(c)
255.0,072.01405.FACILITY,FR.EEA,FR,2011,AUTOLIV ISODELTA,0.11,46.61999999946409,2(e)(ii)
255.0,10016482.Facility,SE.CAED,SE,2016,International Aluminium Casting Hultsfred AB,15.83523,57.50838999951394,2(d)
256.0,9988.FACILITY,FR.CAED,FR,2014,S.A.M Technologies,2.22723,44.5590999994632,2(e)(ii)
257.0,9988.FACILITY,FR.CAED,FR,2011,S.A.M Technologies,2.22723,44.5590999994632,2(e)(ii)
257.0,EW_EA-68.FACILITY,UK.CAED,GB,2011,INDIAN QUEENS PEAK POWER FACILITY,-4.899750000000001,50.39560999947286,1(c)
258.0,EW_EA-2615.FACILITY,GB.EEA,GB,2007,"Surface Technologies Systems Plc , COEDKERNEW SEMI-CONDUCTOR GROWTH KIT MANUFACTURER",-3.029219,51.5541539994774,4(b)
260.0,73015806,https://registry.gdi-de.org/id/de.sn.sax4inspire.pf,DE,2008,dgh Druckguss Heidenau GmbH Sitz Dohna,13.853244937073,50.96601831971693,2(e)(ii)
260.0,P0207.FACILITY,IE.CAED,IE,2015,Intel Ireland Limited,-6.513515000000001,53.37514599948624,9(c)
261.0,S00080,https://registry.gdi-de.org/id/de.by.inspire.pf.ied,DE,2021,RF360 Europe GmbH,11.60833765551296,48.12169503850706,9(c)
263.0,EW_EA-1433.FACILITY,UK.CAED,GB,2019,Immingham CHP Power Station EPR/BJ8022IZ,-0.23947463,53.63656099948769,1(c)
267.0,100922003.FACILITY,IT.CAED,IT,2013,GETTI SPECIALI SRL,7.6069,45.00779999946315,2(e)
269.0,8344.FACILITY,FR.CAED,FR,2015,ALTIS SEMICONDUCTOR,2.474735,48.57027777724527,1(c)
270.0,pf-450-7047053-00000000,https://registry.gdi-de.org/id/de.bw.lubw.inspire.pf/,DE,2011,Solvay Fluor GmbH,9.17602492831967,49.22964597802314,4(b)
272.0,010141001.FACILITY,IT.CAED,IT,2019,Enel Produzione S.p.A.,11.5338,42.35889999946531,1(c)
272.0,9008391860914.FACILITY,AT.CAED,AT,2020,ams-OSRAM AG,15.393722,46.97727799946453,9(c)
275.0,191361001.FACILITY,IT.CAED,IT,2010,Enel Produzione S.p.A. Centrale della Spezia “Eugenio Montale”,9.872222,44.11111099946336,1(c)
278.0,070461001.FACILITY,IT.CAED,IT,2008,CENTRALE TERMOELETTRICA DI FIUME SANTO,8.299166,40.85166599946857,1(c)
280.0,191361001.FACILITY,IT.CAED,IT,2013,Enel Produzione S.p.A. Centrale della Spezia “Eugenio Montale”,9.872222,44.11111099946336,1(c)
284.3,481231001.FACILITY,IT.CAED,IT,2019,Enel Produzione S.p.A.,12.2661,44.48439999946321,1(c)
287.0,010141001.FACILITY,IT.CAED,IT,2013,ENEL PRODUZIONE SpA - CENTRALE DI MONTALTO DI CASTRO,11.541666,42.3638879994653,1(c)
290.0,000138000.FACILITY,ES.CAED,ES,2024,C.D.E. MAÓ,4.259713,39.896436,1(c)
290.0,191361001.FACILITY,IT.CAED,IT,2011,Enel Produzione S.p.A. Centrale della Spezia “Eugenio Montale”,9.872222,44.11111099946336,1(c)
291.7,010141001.FACILITY,IT.CAED,IT,2021,Centrale termoelettrica di Montalto di Castro,11.5338,42.35889999946531,1(c)
300.0,10016482.Facility,SE.CAED,SE,2017,International Aluminium Casting Hultsfred AB,15.83523,57.50838999951394,2(d)
301.0,P0207.FACILITY,IE.CAED,IE,2020,Intel Ireland Limited,-6.513515000000001,53.37514599948624,9(c)
302.0,951212006.FACILITY,IT.CAED,IT,2009,sito di Catania,15.0644,37.43719999948135,9(c)
310.0,070461002.FACILITY,IT.CAED,IT,2012,STABILIMENTO VERSALIS DI PORTO TORRES,8.375833,40.83194399946863,4(a)
310.0,191361001.FACILITY,IT.CAED,IT,2012,Enel Produzione S.p.A. Centrale della Spezia “Eugenio Montale”,9.872222,44.11111099946336,1(c)
310.0,pf-450-7047053-00000000,https://registry.gdi-de.org/id/de.bw.lubw.inspire.pf/,DE,2024,Solvay GmbH ,9.17603,49.22965,4(b)
311.0,8344.FACILITY,FR.CAED,FR,2011,ALTIS SEMICONDUCTOR,2.474735,48.57027777724527,1(c)
311.0,8344.FACILITY,FR.CAED,FR,2012,ALTIS SEMICONDUCTOR,2.474735,48.57027777724527,1(c)
312.0,9008391860914.FACILITY,AT.CAED,AT,2019,Peter Dingsleder,15.393722,46.97727799946453,9(c)
320.0,EW_EA-2615.FACILITY,GB.EEA,GB,2008,"Surface Technologies Systems Plc , COEDKERNEW SEMI-CONDUCTOR GROWTH KIT MANUFACTURER",-3.02922,51.5541999994774,4(b)
330.0,191361001.FACILITY,IT.CAED,IT,2008,Enel Produzione S.p.A. Centrale della Spezia “Eugenio Montale”,9.872222,44.11111099946336,1(c)
330.0,191361001.FACILITY,IT.CAED,IT,2016,"Enel Produzione S.P.A. Centrale della Spezia ""Eugenio Montale""",9.872222,44.11111099946336,1(c)
332.4,960101002.FACILITY,IT.CAED,IT,2023,ISAB S.r.l.-IGCC,15.2022,37.1291,1(c)
334.0,P0207.FACILITY,IE.CAED,IE,2018,Intel Ireland Limited,-6.513515000000001,53.37514599948624,9(c)
337.0,2007001677.FACILITY,IT.EEA,IT,2008,ENEL PRODUZIONE SPA - CENTRALE DI LERI,8.192778000000002,45.25277799946319,1(c)
337.0,481231006.FACILITY,IT.CAED,IT,2009,EniPower Stabilimento di Ravenna,12.236944,44.44861099946323,1(c)
338.0,000138000.FACILITY,ES.CAED,ES,2019,C.D.E. MAÓ,4.259713,39.89643599947139,1(c)
340.0,191361001.FACILITY,IT.CAED,IT,2014,Enel Produzione S.p.A. Centrale della Spezia “Eugenio Montale”,9.872222,44.11111099946336,1(c)
340.0,2007001677.FACILITY,IT.EEA,IT,2007,ENEL PRODUZIONE SPA - CENTRALE DI LERI,8.192778000000002,45.25277799946319,1(c)
341.0,070461001.FACILITY,IT.CAED,IT,2009,CENTRALE TERMOELETTRICA DI FIUME SANTO,8.299166,40.85166599946857,1(c)
348.0,P0207.FACILITY,IE.CAED,IE,2019,Intel Ireland Limited,-6.513515000000001,53.37514599948624,9(c)
350.0,068.02551.FACILITY,FR.EEA,FR,2009,Usine de MARIGNAC,0.6600000000000001,42.88999999946451,2(e)(ii)
352.0,P0052_04A.FACILITY,UK.CAED,GB,2010,Lafarge Cement (Ireland) Ltd,-6.766099999999999,54.61779999949347,3(c)
352.5,481231001.FACILITY,IT.CAED,IT,2022,ENEL PRODUZIONE SPA - CENTRALE A CICLO COMBINATO DI PORTO CORSINI,12.2661,44.48439999946321,1(c)
356.0,000138000.FACILITY,ES.CAED,ES,2020,C.D.E. MAÓ,4.259713,39.89643599947139,1(c)
372.0,9988.FACILITY,FR.CAED,FR,2013,S.A.M Technologies,2.22723,44.5590999994632,2(e)(ii)
376.0,951212006.FACILITY,IT.CAED,IT,2013,sito di Catania,15.0644,37.43719999948135,9(c)
379.85,CZ94069119.FACILITY,CZ.MZP.Z723,CZ,2020,"ON SEMICONDUCTOR CZECH REPUBLIC, s.r.o.",18.1201733388889,49.46269633835873,
380.0,pf-450-7047053-00000000,https://registry.gdi-de.org/id/de.bw.lubw.inspire.pf/,DE,2012,Solvay Fluor GmbH,9.17602492831967,49.22964597802314,4(b)
384.0,110292002.FACILITY,IT.CAED,IT,2009,Magnesium Products of Italy S.r.l.,7.688299999999999,45.66169999946333,2(e)
386.0,000138000.FACILITY,ES.CAED,ES,2023,C.D.E. MAÓ,4.259713,39.896436,1(c)
386.0,010141001.FACILITY,IT.CAED,IT,2010,ENEL PRODUZIONE SpA - CENTRALE DI MONTALTO DI CASTRO,11.541666,42.3638879994653,1(c)
387.0,S00080,https://registry.gdi-de.org/id/de.by.inspire.pf.ied,DE,2020,RF360 Europe GmbH,11.60833765551296,48.12169503797353,9(c)
394.0,951212006.FACILITY,IT.CAED,IT,2012,sito di Catania,15.0644,37.43719999948135,9(c)
396.0,000138000.FACILITY,ES.CAED,ES,2021,C.D.E. MAÓ,4.259713,39.89643599947139,1(c)
400.75,P0605.FACILITY,IE.CAED,IE,2018,Electricity Supply Board (Moneypoint),-9.42322,52.60783199948227,1(c)
408.0,000138000.FACILITY,ES.CAED,ES,2022,C.D.E. MAÓ,4.259713,39.89643599947139,1(c)
422.0,208642004.FACILITY,IT.CAED,IT,2009,STMICROELECTRONICS S.R.L. DI AGRATE BRIANZA,9.3333,45.56669999946329,9(c)
422.06,CZ94069119.FACILITY,CZ.MZP.Z723,CZ,2022,"ON SEMICONDUCTOR CZECH REPUBLIC, s.r.o.",18.12017334,49.46269634,
431.0,951212006.FACILITY,IT.CAED,IT,2010,sito di Catania,15.0644,37.43719999948135,9(c)
432.0,951212006.FACILITY,IT.CAED,IT,2011,sito di Catania,15.0644,37.43719999948135,9(c)
440.0,110292002.FACILITY,IT.CAED,IT,2008,Magnesium Products of Italy S.r.l.,7.688299999999999,45.66169999946333,2(e)
440.0,CZ0068085E.FACILITY,CZ.MZP.H525,CZ,2022,Tyco Kolmá,15.938641666666,50.571611111111,
440.0,Scotland-200.FACILITY,GB.EEA,GB,2007,"Kelvin Electronics Works, East Kilbride",-4.167282,55.74794699950088,4(b)(v)
464.26,CZ94069119.FACILITY,CZ.MZP.Z723,CZ,2019,"ON SEMICONDUCTOR CZECH REPUBLIC, s.r.o.",18.1201733388889,49.46269633835873,
477.0,951212006.FACILITY,IT.CAED,IT,2014,sito di Catania,15.0644,37.43719999948135,9(c)
491.0,9988.FACILITY,FR.CAED,FR,2012,S.A.M Technologies,2.22723,44.5590999994632,2(e)(ii)
510.0,P0207.FACILITY,IE.CAED,IE,2012,Intel Ireland Limited,-6.513515000000001,53.37514599948624,9(c)
520.0,06-09-661-0014-0001.FACILITY,DE.EEA,DE,2012,TRW Automotive Safety Systems GmbH,9.15197293917609,49.96658906186549,2(e)(ii)
540.0,951212006.FACILITY,IT.CAED,IT,2016,Sito di Catania,15.0644,37.43719999948135,9(c)
545.0,CZ0068085E.FACILITY,CZ.MZP.H525,CZ,2021,Tyco Kolmá,15.9386416666667,50.57161111058461,
548.73,CZ94069119.FACILITY,CZ.MZP.Z723,CZ,2018,"ON SEMICONDUCTOR CZECH REPUBLIC, s.r.o.",18.1201733388889,49.46269633835873,
560.0,06-09-661-0014-0001.FACILITY,DE.EEA,DE,2011,TRW Automotive Safety Systems GmbH,9.15197293917609,49.96658906186549,2(e)(ii)
565.0,208642004.FACILITY,IT.CAED,IT,2023,STMcroelectronics srl di Agrate Brianza,9.3333,45.5667,9(c)
579.0,100922003.FACILITY,IT.CAED,IT,2011,GETTI SPECIALI SRL,7.6069,45.00779999946315,2(e)
607.0,100922003.FACILITY,IT.CAED,IT,2012,GETTI SPECIALI SRL,7.6069,45.00779999946315,2(e)
609.0,070461002.FACILITY,IT.CAED,IT,2007,Stabilimento Polimeri Europa di Porto Torres (SS),8.375833,40.83194399946863,4(a)(i)
618.0,06-09-661-0014-0001.FACILITY,DE.EEA,DE,2013,TRW Automotive Safety Systems GmbH,9.15197293917609,49.96658906186549,2(e)(ii)
620.0,010141001.FACILITY,IT.CAED,IT,2011,ENEL PRODUZIONE SpA - CENTRALE DI MONTALTO DI CASTRO,11.541666,42.3638879994653,1(c)
620.0,951212006.FACILITY,IT.CAED,IT,2017,Sito di Catania,15.0644,37.43719999948135,9(c)
640.0,06-09-661-0014-0001.FACILITY,DE.EEA,DE,2007,TRW Automotive Safety Systems GmbH,9.15197293917609,49.96658906186549,2(e)(ii)
640.0,10016482.Facility,SE.CAED,SE,2009,Finnveden Gjutal AB,15.83523,57.50838999951394,2(d)
660.0,06-09-661-0014-0001.FACILITY,DE.EEA,DE,2009,TRW Automotive Safety Systems GmbH,9.15197293917609,49.96658906186549,2(e)(ii)
660.0,06-09-661-0014-0001.FACILITY,DE.EEA,DE,2010,TRW Automotive Safety Systems GmbH,9.15197293917609,49.96658906186549,2(e)(ii)
674.0,8344.FACILITY,FR.CAED,FR,2013,ALTIS SEMICONDUCTOR,2.474735,48.57027777724527,1(c)
675.29,CZ94069119.FACILITY,CZ.MZP.Z723,CZ,2021,"ON SEMICONDUCTOR CZECH REPUBLIC, s.r.o.",18.1201733388889,49.46269633835873,
680.0,06-09-661-0014-0001.FACILITY,DE.EEA,DE,2008,TRW Automotive Safety Systems GmbH,9.15197293917609,49.96658906186549,2(e)(ii)
686.0,10016482.Facility,SE.CAED,SE,2012,Finnveden Gjutal AB,15.83523,57.50838999951394,2(d)
698.0,070461002.FACILITY,IT.CAED,IT,2011,STABILIMENTO VERSALIS DI PORTO TORRES,8.375833,40.83194399946863,4(a)
703.0,208642004.FACILITY,IT.CAED,IT,2010,STMICROELECTRONICS S.R.L. DI AGRATE BRIANZA,9.3333,45.56669999946329,9(c)
731.0,110292002.FACILITY,IT.CAED,IT,2010,Brabant Alucast Italy site VERRES srl a s.u.,7.688299999999999,45.66169999946333,2(e)
737.0,10016482.Facility,SE.CAED,SE,2011,Finnveden Gjutal AB,15.83523,57.50838999951394,2(d)
754.0,P0207.FACILITY,IE.CAED,IE,2011,Intel Ireland Limited,-6.513515000000001,53.37514599948624,9(c)
760.0,191361001.FACILITY,IT.CAED,IT,2007,Enel Produzione S.p.A. Centrale della Spezia “Eugenio Montale”,9.872222,44.11111099946336,1(c)
785.0,P0207.FACILITY,IE.CAED,IE,2013,Intel Ireland Limited,-6.513515000000001,53.37514599948624,9(c)
792.0,208642004.FACILITY,IT.CAED,IT,2008,STMICROELECTRONICS S.R.L. DI AGRATE BRIANZA,9.3333,45.56669999946329,9(c)
792.0,8197.FACILITY,FR.CAED,FR,2022,SILEC CABLE,2.95008,48.38452,2(e)(ii)
800.0,10016482.Facility,SE.CAED,SE,2010,Finnveden Gjutal AB,15.83523,57.50838999951394,2(d)
831.0,8197.FACILITY,FR.CAED,FR,2020,SILEC CABLE,2.94523,48.38383999946704,2(e)(ii)
840.0,Scotland-200.FACILITY,GB.EEA,GB,2008,"Kelvin Electronics Works, East Kilbride",-4.16728,55.74789999950087,4(b)(v)
847.0,P0207.FACILITY,IE.CAED,IE,2007,Intel Ireland Limited,-6.513515000000001,53.37514599948624,9(c)
865.0,070461002.FACILITY,IT.CAED,IT,2010,Stabilimento Polimeri Europa di Porto Torres (SS),8.375833,40.83194399946863,4(a)
866.0,268361001.FACILITY,IT.CAED,IT,2009,CENTRALE TEMOELETTRICA DI TAVAZZANO E MONTANASO LOMBARDO,9.436497,45.33126999946322,1(c)
869.0,9988.FACILITY,FR.CAED,FR,2010,S.A.M Technologies,2.22723,44.5590999994632,2(e)(ii)
880.0,8197.FACILITY,FR.CAED,FR,2021,SILEC CABLE,2.94523,48.38383999946704,2(e)(ii)
912.0,P0052_04A.FACILITY,UK.CAED,GB,2011,Lafarge Cement (Ireland) Ltd,-6.766099999999999,54.61779999949347,3(c)
929.0,S00080,https://registry.gdi-de.org/id/de.by.inspire.pf.ied,DE,2018,RF360 Europe GmbH,11.60833765551296,48.12169503797353,9(c)
931.0,P0207.FACILITY,IE.CAED,IE,2010,Intel Ireland Limited,-6.513515000000001,53.37514599948624,9(c)
950.0,208642004.FACILITY,IT.CAED,IT,2022,STMcroelectronics srl di Agrate Brianza,9.3333,45.56669999946329,9(c)
954.0,208642004.FACILITY,IT.CAED,IT,2021,STMcroelectronics srl di Agrate Brianza,9.3333,45.56669999946329,9(c)
960.0,061.04306.FACILITY,FR.EEA,FR,2014,Alstom Grid Products/GIS/BHT-FSA,5.900000000000001,45.68999999946335,2(f)
970.0,670512002.FACILITY,IT.CAED,IT,2013,LFOUNDRY S.R.L.,13.425833,41.99638799946595,1(c)
970.0,670512002.FACILITY,IT.CAED,IT,2014,LFOUNDRY S.R.L.,13.425833,41.99638799946595,1(c)
992.0,951212006.FACILITY,IT.CAED,IT,2024,Sito di Catania,15.064444,37.437222,9(c)
1000.0,8197.FACILITY,FR.CAED,FR,2013,SILEC CABLE,2.94523,48.38383999946704,2(e)(ii)
1001.0,208642004.FACILITY,IT.CAED,IT,2024,STMcroelectronics srl di Agrate Brianza,9.3333,45.5667,9(c)
1010.0,061.04306.FACILITY,FR.EEA,FR,2010,Alstom Grid Products/GIS/BHT-FSA,5.900000000000001,45.68999999946335,2(f)
1010.0,061.04306.FACILITY,FR.EEA,FR,2011,Alstom Grid Products/GIS/BHT-FSA,5.900000000000001,45.68999999946335,2(f)
1010.0,208642004.FACILITY,IT.CAED,IT,2014,STMICROELECTRONICS S.R.L. DI AGRATE BRIANZA,9.3333,45.56669999946329,9(c)
1032.0,670512002.FACILITY,IT.CAED,IT,2022,LFoundry S.R.L.,13.4258,41.99639999946595,9(c)
1040.0,208642004.FACILITY,IT.CAED,IT,2007,STMICROELECTRONICS S.R.L. DI AGRATE BRIANZA,9.3333,45.56669999946329,9(c)
1050.0,1900.FACILITY,FR.CAED,FR,2017,ETABLISSEMENT DE GRON,3.28,48.15999999946655,2(e)(ii)
1050.0,1900.FACILITY,FR.CAED,FR,2020,PRYSMIAN,3.28,48.15999999946655,2(e)(ii)
1090.0,000000149.Facility,CH.CAED,CH,2009,DGS Druckguss Systeme AG,9.3028,47.40509999946515,2(e)(ii)
1110.0,070461002.FACILITY,IT.CAED,IT,2009,Stabilimento Polimeri Europa di Porto Torres (SS),8.375833,40.83194399946863,4(a)
1120.0,10016482.Facility,SE.CAED,SE,2008,Finnveden Gjutal AB,15.83523,57.50838999951394,2(d)
1130.0,EW_EA-16614.FACILITY,UK.CAED,GB,2016,Magnesium Elektron,-2.3124935,53.52379699948706,2(e)
1140.0,000000149.Facility,CH.CAED,CH,2011,DGS Druckguss Systeme AG,9.3028,47.40509999946515,2(e)(ii)
1160.0,000000149.Facility,CH.CAED,CH,2008,DGS Druckguss Systeme AG,9.3028,47.40509999946515,2(e)(ii)
